,table
pate3,p1
pate1,p1
pknox2,p1
panx3,p1
pou2f3,p1
pdzd3,p1
phldb1,p1
pcsk7,p1
pafah1b2,p1
plet1os,p1
plet1,p1
pts,p1
pih1d2,p1
ppp2r1b,p1
pou2af1,p1
psma4,p1
pstpip1,p1
peak1,p1
peak1os,p1
ptpn9,p1
ppcdc,p1
pml,p1
parp6,p1
pkm,p1
paqr5,p1
pias1,p1
parp16,p1
pdcd7,p1
plekho2,p1
pif1,p1
pclaf,p1
ppib,p1
polr2m,p1
prtg,p1
pygo1,p1
pigb,p1
phip,p1
pgm3,p1
prss35,p1
plscr5,p1
plscr1,p1
plscr2,p1
plscr4,p1
plod2,p1
paqr9,p1
pcolce2,p1
pls1,p1
pxylp1,p1
pik3cb,p1
pccb,p1
ppp2r3a,p1
pik3r4,p1
ppm1m,p1
poc1a,p1
pcbp4,p1
parp3,p1
p4htm,p1
prkar2a,p1
pfkfb4,p1
plxnb1,p1
ptpn23,p1
pth1r,p1
prss42,p1
prss43,p1
prss50,p1
pdcd6ip,p1
platr11,p1
plcd1,p1
pomgnt2,p1
ppp2r3d,p1
patz1,p1
pik3ip1,p1
pla2g3,p1
pes1,p1
pgam2,p1
polm,p1
pold2,p1
ppia,p1
purb,p1
pkd1l1,p1
plek,p1
ppp3r1,p1
pno1,p1
peli1,p1
pex13,p1
pus10,p1
papolg,p1
pnpt1,p1
ppp4r3b,p1
prorsd1,p1
psme4,p1
pank3,p1
pttg1,p1
pwwp2a,p1
psme2b,p1
prop1,p1
phykpl,p1
ppp2ca,p1
pdlim4,p1
p4ha2,p1
prss38,p1
pld6,p1
pemt,p1
prpsap2,p1
pigl,p1
pmp22,p1
pirt,p1
pik3r5,p1
pik3r6,p1
pfas,p1
per1,p1
polr2a,p1
plscr3,p1
phf23,p1
pelp1,p1
psmb6,p1
pld2,p1
pfn1,p1
pimreg,p1
pitpnm3,p1
p2rx1,p1
p2rx5,p1
pafah1b1,p1
prpf8,p1
pitpna,p1
pipox,p1
phf12,p1
proca1,p1
pigs,p1
poldip2,p1
psmd11,p1
pex12,p1
pigw,p1
ppm1d,p1
ptrh2,p1
prr11,p1
ppm1e,p1
pctp,p1
ppp1r9b,p1
pdk2,p1
phb,p1
phospho1,p1
prr15l,p1
pnpo,p1
pcgf2,p1
psmb3,p1
pip4k2b,p1
plxdc1,p1
ppp1r1b,p1
pnmt,p1
pgap3,p1
psmd3,p1
p3h4,p1
psmc3ip,p1
plekhh3,p1
psme3,p1
ptges3l,p1
ppy,p1
pyy,p1
plcd3,p1
plekhm1,p1
psmc5,p1
prr29,p1
pecam1,p1
polg2,p1
pitpnc1,p1
psmd12,p1
prkca,p1
prkar1a,p1
prpsap1,p1
prcd,p1
pgs1,p1
pde6g,p1
ppp1r27,p1
p4hb,p1
pcyt2,p1
pycr1,p1
pitrm1,p1
pfkp,p1
prl2c3,p1
prl2c2,p1
prl2c5,p1
psma2,p1
pou6f2,p1
pgbd1,p1
prss16,p1
prl7d1,p1
psmg4,p1
pxdc1,p1
prpf4b,p1
ppp1r3g,p1
pak1ip1,p1
phactr1,p1
ptpdc1,p1
phf2,p1
phf2os1,p1
prelid1,p1
prr7,p1
pdlim7,p1
pcbd2,p1
pitx1,p1
platr25,p1
ptch1,p1
prss47,p1
ptdss1,p1
papd7,p1
pdcd6,p1
pcsk1,p1
pou5f2,p1
polr3g,p1
papd4,p1
pde8b,p1
poc5,p1
polk,p1
ptcd2,p1
pik3r1,p1
ppwd1,p1
pde4d,p1
plk2,p1
plpp1,p1
pelo,p1
parp8,p1
paip1,p1
pomc,p1
ptrhd1,p1
pfn4,p1
pum2,p1
pqlc3,p1
pdia6,p1
pxdn,p1
prkar2b,p1
pik3cg,p1
prps1l1,p1
pnpla8,p1
prkd1,p1
ppp2r3c,p1
psma6,p1
pax9,p1
prps1l3,p1
pnn,p1
prpf39,p1
pole2,p1
pygl,p1
psma3,p1
pcnx4,p1
ppm1a,p1
prkch,p1
ppp2r5e,p1
ppp1r36,p1
plekhg3,p1
plek2,p1
plekhh1,p1
pigh,p1
plekhd1os,p1
plekhd1,p1
pcnx,p1
psen1,p1
papln,p1
pnma1,p1
ptgr2,p1
prox2os,p1
prox2,p1
pgf,p1
pomt2,p1
ptpn21,p1
psmc1,p1
ppp4r3a,p1
prima1,p1
ppp4r4,p1
papola,p1
ppp2r5c,p1
ppp1r13b,p1
pld4,p1
pacs2,p1
ptprn2,p1
plcxd3,p1
prkaa1,p1
ptger4,p1
prlr,p1
pdzd2,p1
pop1,p1
polr2k,p1
pabpc1,p1
pkhd1l1,p1
pvt1,p1
phf20l1,p1
ptk2,p1
ptp4a3,p1
psca,p1
pycrl,p1
puf60,p1
plec,p1
parp10,p1
ppp1r16a,p1
pvalb,p1
pdxp,p1
polr2f,p1
pick1,p1
pick1-1,p1
pla2g6,p1
pdgfb,p1
phf5a,p1
polr3h,p1
pmm1,p1
poldip3,p1
pacsin2,p1
pnpla5,p1
pnpla3,p1
parvb,p1
parvg,p1
prr5,p1
phf21b,p1
ppara,p1
pkdrej,p1
pim3,p1
panx2,p1
plxnb2,p1
ppp6r2,p1
pdzrn4,p1
pphln1,p1
prickle1,p1
pus7l,p1
pced1b,p1
pfkm,p1
prkag1,p1
prph,p1
prpf40b,p1
pou6f1,p1
pfdn5,p1
prr13,p1
pcbp2,p1
pde1b,p1
ppp1r1a,p1
pam16,p1
ppl,p1
pmm2,p1
prm3,p1
prm2,p1
prm1,p1
parn,p1
pla2g10,p1
pdxdc1,p1
prkdc,p1
pkp2,p1
ppm1f,p1
ppil2,p1
pi4ka,p1
p2rx6,p1
prodh,p1
parl,p1
psmd2,p1
polr2h,p1
p3h2,p1
ppp1r2,p1
pigz,p1
pak2,p1
pigx,p1
pcyt1a,p1
pdia5,p1
parp14,p1
parp9,p1
polq,p1
popdc2,p1
pla1a,p1
poglut1,p1
phldb2,p1
plcxd2,p1
pcnp,p1
pros1,p1
pou1f1,p1
paxbp1,p1
pigp,p1
psmg1,p1
pcp4,p1
prdm15,p1
prr18,p1
pde10a,p1
pabpc6,p1
pacrg,p1
park2,p1
plg,p1
pnldc1,p1
phf10,p1
psmb1,p1
pdcd2,p1
prdm9,p1
ppp2r1a,p1
pkmyt1,p1
paqr4,p1
prss33,p1
prss41,p1
prss32,p1
prss30,p1
prss22,p1
prss27,p1
pdpk1,p1
pgp,p1
pkd1,p1
ptx4,p1
prss34,p1
prss29,p1
pigq,p1
pdia2,p1
phf1,p1
pacsin1,p1
ppard,p1
pnpla1os,p1
pnpla1,p1
pxt1,p1
ppil1,p1
pi16,p1
pim1,p1
pde9a,p1
pknox1,p1
pglyrp2,p1
pram1,p1
platr17,p1
pfdn6,p1
psmb9,p1
psmb8,p1
pbx2,p1
ppt2,p1
prrt1,p1
prrc2a,p1
pou5f1,p1
psors1c2,p1
ppp1r18os,p1
ppp1r18,p1
ppp1r10,p1
prr3,p1
ppp1r11,p1
ptchd4,p1
pla2g7,p1
polh,p1
polr1c,p1
ptk7,p1
ppp2r5d,p1
pex6,p1
ptcra,p1
prph2,p1
prickle4,p1
pgc,p1
plcl2,p1
pp2d1,p1
pot1b,p1
plin4,p1
plin5,p1
plin3,p1
ptprs,p1
prr22,p1
pspn,p1
pdzph1,p1
pja2,p1
ppp4r1,p1
ptprm,p1
prkd3,p1
pkdcc,p1
plekhh2,p1
ppm1b,p1
prepl,p1
prkce,p1
pigf,p1
ppp1r21,p1
psma8,p1
pik3c3,p1
polr2d,p1
proc,p1
pkd2l2,p1
paip2,p1
prob1,p1
psd2,p1
pura,p1
pfdn1,p1
pcdha1,p1
pcdha5,p1
pcdha6,p1
pcdha7,p1
pcdha8,p1
pcdha9,p1
pcdha11,p1
pcdha11-1,p1
pcdha12,p1
pcdhac2,p1
pcdhb2,p1
pcdhb3,p1
pcdhb4,p1
pcdhb5,p1
pcdhb6,p1
pcdhb7,p1
pcdhb8,p1
pcdhb9,p1
pcdhb10,p1
pcdhb11,p1
pcdhb12,p1
pcdhb13,p1
pcdhb14,p1
pcdhb15,p1
pcdhb16,p1
pcdhb17,p1
pcdhb18,p1
pcdhb19,p1
pcdhb20,p1
pcdhb21,p1
pcdhb22,p1
pcdhga1,p1
pcdhga2,p1
pcdhga3,p1
pcdhgb1,p1
pcdhga4,p1
pcdhgb2,p1
pcdhga5,p1
pcdhga6,p1
pcdhga7,p1
pcdhgb4,p1
pcdhga8,p1
pcdhgb5,p1
pcdhga9,p1
pcdhgb6,p1
pcdhga10,p1
pcdhgb7,p1
pcdhga11,p1
pcdhga12,p1
pcdhgc3,p1
pcdhgc4,p1
pcdhgc5,p1
pcdh1,p1
pcdh12,p1
pabpc2,p1
prelid2,p1
ppp2r2b,p1
pggt1b,p1
prr16,p1
ppic,p1
prdm6,p1
phax,p1
prrc1,p1
pdgfrb,p1
pde6a,p1
ppargc1b,p1
pcyox1l,p1
piezo2,p1
pmaip1,p1
prelid3a,p1
psmg2,p1
ptpn2,p1
poli,p1
pias2,p1
pstpip2,p1
pard6g,p1
pqlc1,p1
ppp6r3,p1
pitpnm1,p1
ptprcap,p1
ppp1ca,p1
pold4,p1
pcx,p1
peli3,p1
pacs1,p1
pcnx3,p1
pola2,p1
ppp2r5b,p1
pygm,p1
prdx5,p1
plcb3,p1
ppp1r14b,p1
pla2g16,p1
polr2g,p1
pcna-ps2,p1
ppp1r32,p1
pga5,p1
prpf19,p1
ptgdr2,p1
patl1,p1
pfpl,p1
psat1,p1
prune2,p1
pcsk5,p1
ptar1,p1
pip5k1b,p1
pip5k1bos,p1
pgm5,p1
pum3,p1
plpp6,p1
plgrkt,p1
pdcd1lg2,p1
prkg1,p1
papss2,p1
pten,p1
pank1,p1
pcgf5,p1
ppp1r3c,p1
plce1,p1
pdlim1,p1
pik3ap1,p1
pgam1,p1
pi4k2a,p1
pyroxd2,p1
pkd2l1,p1
pax2,p1
pdzd7,p1
poll,p1
pprc1,p1
pitx3,p1
psd,p1
pcgf6,p1
pdcd11,p1
pdcd4,p1
plekhs1,p1
pnlip,p1
pnliprp1,p1
pnliprp2,p1
pdzd8,p1
prdx3,p1
rp1,r
rgs20,r
rb1cc1,r
rrs1,r
rpl7,r
rdh10,r
rims1,r
rab23,r
rev1,r
rpl31,r
rnf149,r
rfx8,r
rftn2,r
raph1,r
rpe,r
rpl37a,r
rufy4,r
rnf25,r
retreg2,r
rhbdd1,r
rab17,r
rbm44,r
ramp1,r
rnpepl1,r
rnf152,r
ralb,r
rab3gap1,r
r3hdm1,r
rassf5,r
rab7b,r
rab29,r
rbbp5,r
ren1,r
rabif,r
rnpep,r
rgs2,r
rgs13,r
rgs1,r
rgs18,r
rnf2,r
rgl1,r
rgs8,r
rgs16,r
rnasel,r
rgsl1,r
ralgps2,r
rasal2,r
rabgap1l,r
rc3h1,r
rcsd1,r
rxrg,r
rgs5,r
rgs4,r
rgs7,r
rbm8a2,r
rab3gap2,r
rrp15,r
rps6kc1,r
rd3,r
rcor3,r
rpp38,r
rbm17,r
rsu1,r
rnf224,r
rnf208,r
rabl6,r
rpl7a,r
rexo4,r
rxra,r
ralgds,r
rapgef1,r
rpl12,r
ralgps1,r
rabepk,r
rab14,r
rbm18,r
rc3h2,r
rabgap1,r
rpl35,r
rnd3,r
rbm43,r
rif1,r
rprm,r
rbms1,r
rapgef4,r
rapgef4os1,r
rapgef4os2,r
rapgef4os3,r
rbm45,r
rtn4rl2,r
rapsn,r
rag2,r
rag1,r
rcn1,r
ryr3,r
rasgrp1,r
rpusd2,r
rad51,r
rmdn3,r
rhov,r
rtf1,r
rpap1,r
rnf24,r
rassf2,r
rrbp1,r
rbbp9,r
rin2,r
ralgapa2,r
rspo4,r
rspo4os,r
rbck1,r
rem1,r
raly,r
rbm12,r
romo1,r
rbm39,r
rbl1,r
rpn2,r
rprd1b,r
ralgapb,r
r3hdml,r
rims4,r
rbpjl,r
rnf114,r
ripor3,r
rtf2,r
rae1,r
rbm38,r
rab22a,r
rps21,r
rbbp8nl,r
rtel1,r
rgs19,r
rbm3,r
rbm3os,r
rpgr,r
rp2,r
rgn,r
rbm10,r
rpl39,r
rnf113a1,r
rhox4a,r
rhox4a2,r
rhox5,r
rhox7a,r
rhox8,r
rhox7b,r
rhox9,r
rab33a,r
rbmx2,r
rap2c,r
rtl8c,r
rtl8a,r
rtl8b,r
rbmx,r
renbp,r
rpl10,r
rab39b,r
rtl5,r
rps4x,r
rlim,r
rtl3,r
rps6ka6,r
rpl36a,r
rab9b,r
rnf128,r
ripply1,r
rbm41,r
rtl9,r
rtl4,r
ribc1,r
rragb,r
rps6ka3,r
rs1,r
rai2,r
reps2,r
rbbp7,r
rnf138rt1,r
rab9,r
ralyl,r
rpl22l1,r
rab33b,r
rfxap,r
rnf13,r
rap2b,r
rsrc1,r
rarres1,r
rapgef2,r
rxfp1,r
rbm46,r
rbm46os,r
rps3a1,r
rrnad1,r
rhbg,r
rab25,r
rit1,r
rusc1,r
rps27,r
rab13,r
rptn,r
rorc,r
riiad1,r
rfx5,r
rprd2,r
rbm8a,r
rnf115,r
reg4,r
rsbn1,r
rhoc,r
rap1a,r
rbm15,r
rnpc3,r
rtca,r
rwdd3,r
rrh,r
rpl34,r
rap1gds1,r
rpf1,r
rabggtb,r
rps20,r
rab2a,r
rad54b,r
rbm12b2,r
rbm12b1,r
runx1t1,r
ripk2,r
rmdn1,r
rragd,r
rngtt,r
rars2,r
rpp25l,r
rusc2,r
rgp1,r
reck,r
rnf38,r
rnf20,r
rad23b,r
rnf183,r
rgs3,r
rasef,r
rraga,r
rps6,r
ror1,r
raver2,r
rab3b,r
rnf11,r
rad54l,r
rps8,r
rnf220,r
rimkla,r
rims3,r
rlf,r
rhbdl2,r
rragc,r
rspo1,r
rnf19b,r
rbbp4,r
rab42,r
rcc1,r
rpa2,r
rps6ka1,r
rhd,r
rsrp1,r
runx3,r
rcan3,r
rpl11,r
rap1gap,r
rap1gapos,r
rnf186,r
rcc2,r
rsg1,r
rex2,r
rbp7,r
rere,r
rnf207,r
rpl22,r
rer1,r
rnf223,r
rbm48,r
rundc3b,r
rsbn1l,r
reln,r
rint1,r
rheb,r
rbm33,r
rnf32,r
rbks,r
rnf4,r
rgs12,r
rab28,r
rbpj,r
rell1,r
rfc1,r
rpl9,r
rhoh,r
rbm47,r
rasl11b,r
rest,r
rufy3,r
rassf6,r
rchy1,r
rasgef1b,r
rpap2,r
rpl5,r
rnf10,r
rplp0,r
rab35,r
rfc5,r
rnft2,r
rbm19,r
rita1,r
rasal1,r
rph3a,r
rpl6,r
rad9b,r
rnf34,r
rhof,r
rsrc2,r
rilpl2,r
rilpl1,r
rflna,r
rimbp2,r
ran,r
rabgef1,r
rcc1l,r
rfc2,r
rhbdd2,r
rasa4,r
radil,r
rnf216,r
rbakdn,r
rbak,r
rac1,r
rsph10b,r
rnf6,r
rpl21,r
rasl11a,r
rfc3,r
rpa3,r
rnf133,r
rnf148,r
rbm28,r
rncr4,r
rab19,r
rarres2,r
repin1,r
rpia,r
rmnd5a,r
rnf103,r
reep1,r
rnf181,r
retsat,r
reg3b,r
reg3d,r
reg3a,r
reg2,r
reg1,r
reg3g,r
rtkn,r
rab11fip5,r
rab43,r
rab7,r
rpn1,r
ruvbl1,r
rbsn,r
rybp,r
rad18,r
rpusd3,r
raf1,r
rpl32,r
rho,r
rassf4,r
rasgef1a,r
ret,r
rad52,r
rimklb,r
rad51ap1,r
rhno1,r
rerg,r
rergl,r
recql,r
rassf8,r
rep15,r
rps9,r
rdh13,r
rpl28,r
rfpl4,r
rasl2-9,r
rps5,r
rnf225,r
rsph6a,r
rtn2,r
relb,r
rps19,r
rabac1,r
rab4b,r
rps16,r
rinl,r
ryr1,r
rasgrp4,r
rbm42,r
rhpn2,r
rgs9bp,r
rras,r
rcn3,r
rps11,r
rpl13a,r
ruvbl2,r
rasip1,r
rpl18,r
rgma,r
rlbp1,r
rhcg,r
rccd1,r
rps17,r
rab38,r
rab30,r
rsf1,r
rsf1os1,r
rsf1os2,r
rps3,r
rnf169,r
rab6a,r
relt,r
rnf121,r
rhog,r
rrm1,r
rrp8,r
rbmxl2,r
ric3,r
rpl27a,r
rnf141,r
rassf10,r
rras2,r
rps13,r
rps15a,r
rexo5,r
rbbp6,r
rabep2,r
rnf40,r
rgs10,r
ric8a,r
rnh1,r
rassf7,r
rplp2,r
rmnd1,r
rgs17,r
rab32,r
reps1,r
raet1e,r
raet1d,r
rps12,r
rnf146,r
rspo3,r
rnf217,r
rsph4a,r
rwdd1,r
rfpl4b,r
rev3l,r
rpf2,r
rtn4ip1,r
ranbp2,r
rufy2,r
reep3,r
rtkn2,r
rhobtb1,r
rab36,r
rrp1,r
rnf126,r
r3hdm4,r
rps15,r
reep6,r
rexo1,r
rfx4,r
ric8b,r
rtcb,r
rmst,r
rassf9,r
rab21,r
rab3ip,r
rap1b,r
rassf3,r
r3hdm2,r
rdh1,r
rdh9,r
rdh16,r
rbms2,r
rnf41,r
rpl41,r
rps26,r
rab5b,r
rdh5,r
retn,r
rab20,r
rasa3,r
rnf170,r
rab11fip1,r
rnf122,r
rbpms,r
rwdd4a,r
rfxank,r
rex1bd,r
rab3a,r
rpl18a,r
rab8a,r
rasd2,r
rbmxl1,r
rnf150,r
rln3,r
rfx1,r
rad23a,r
rtbdn,r
rnaseh2a,r
rbl2,r
rpgrip1l,r
rspry1,r
rrad,r
ripor1,r
ranbp10,r
rfwd3,r
rnf166,r
rpl13,r
rhou,r
rab4a,r
rbm34,r
rpp14,r
rarb,r
rpl15,r
rtraf,r
rps24,r
rft1,r
rbp3,r
rgr,r
rnase10,r
rnase12,r
rnase4,r
rnase6,r
rnase1,r
rnase2b,r
rnase2a,r
rnase13,r
rpgrip1,r
rab2b,r
rem2,r
rnf212b,r
rnf31,r
rec8,r
rabggta,r
ripk3,r
rnf17,r
rcbtb1,r
rnaseh2b,r
rp1l1,r
r3hcc1,r
rhobtb2,r
reep4,r
rcbtb2,r
rb1,r
rubcnl,r
rgcc,r
rpl36a-ps1,r
rnf219,r
rbm26,r
rap2a,r
raver1,r
rab3d,r
rgl3,r
rp9,r
rpusd4,r
robo4,r
robo3,r
rnf26,r
rps25,r
rnf214,r
rexo2,r
rbm7,r
rpl10-ps3,r
rdx,r
rab39,r
rcn2,r
rpp25,r
rec114,r
rplp1,r
rpl4,r
rab11a,r
rasl12,r
rbpms2,r
rab8b,r
rps27l,r
rora,r
rnf111,r
rfx7,r
rab27a,r
rsl24d1,r
rwdd2a,r
rasgrf1,r
rnf7,r
rasa2,r
rbp1,r
rbp2,r
ryk,r
rab6b,r
rpl29,r
rrp9,r
rad54l2,r
rbm15b,r
rassf1,r
rbm5,r
rbm6,r
rnf123,r
rhoa,r
rtp3,r
rps27rt,r
rbms3,r
rpsa,r
rpl14,r
rnf185,r
rnf215,r
rasl10a,r
rhbdd3,r
ramp3,r
rab1a,r
rel,r
rps27a,r
rtn4,r
rhbdf1,r
ranbp17,r
rars,r
rnf145,r
rack1,r
rasgef1c,r
rnf130,r
rufy1,r
rmnd5b,r
rad50,r
rapgef6,r
rnf187,r
rasd1,r
rai1,r
rnf112,r
rcvrn,r
rnf222,r
rpl26,r
rangrf,r
rnasek,r
rnf167,r
rabep1,r
rpain,r
rap1gap2,r
rtn4rl1,r
rpa1,r
rilp,r
rph3al,r
rflnb,r
rpl23a,r
rab34,r
rab11fip4,r
rab11fip4os1,r
rab11fip4os2,r
rnf135,r
rhot1,r
rhbdl3,r
rffl,r
rad51d,r
rasl10b,r
rpl9-ps1,r
rnft1,r
rps6kb1,r
rad51c,r
rnf43,r
rsad1,r
rpl23,r
rpl19,r
rapgefl1,r
rara,r
rab5c,r
retreg3,r
ramp2,r
rundc1,r
rpl27,r
rnd2,r
rdm1,r
rundc3a,r
rprml,r
rgs9,r
rpl38,r
rab37,r
recql5,r
recql5os1,r
rnf157,r
rhbdf2,r
rbfox3,r
rnf213,r
rptor,r
rptoros,r
rac3,r
rfng,r
rab40b,r
ryr2,r
rala,r
ripor2,r
ripk1,r
rpp40,r
rreb1,r
riok1,r
ranbp9,r
rnf182,r
rbm24,r
rnf144b,r
ror2,r
rnf44,r
rab24,r
rgs14,r
rmi1,r
rslcan18,r
rsl1,r
rhobtb3,r
rfesd,r
rasa1,r
rps23,r
rasgrf2,r
rad17,r
rgs7bp,r
rnf180,r
rab3c,r
rab10os,r
rab10,r
rhob,r
rdh14,r
rad51ap2,r
rock2,r
rrm2,r
rnf144a,r
rsad2,r
rps7,r
rnaseh1,r
ralgapa1,r
rpl10l,r
rps29,r
rpl36al,r
rtn1,r
rhoj,r
rab15,r
rdh11,r
rdh12,r
rad51b,r
rgs6,r
rbm25,r
riox1,r
rnf113a2,r
rps6kl1,r
rps6ka5,r
rin3,r
rtl1,r
rcor1,r
rd3l,r
rapgef5,r
rpl37,r
rictor,r
ranbp3l,r
rad1,r
rai14,r
rxfp3,r
retreg1,r
ropn1l,r
rpl30,r
rida,r
rgs22,r
rnf19a,r
rrm2b,r
rims2,r
rspo2,r
rad21,r
rnf139,r
rhpn1,r
recql4,r
rpl8,r
rbfox2,r
rac2,r
rpl3,r
rps19bp1,r
rbx1,r
rangap1,r
rrp7a,r
rtl6,r
ribc2,r
rabl2,r
rpap3,r
rapgef3,r
rapgef3os2,r
rnd1,r
rhebl1,r
racgap1,r
rarg,r
rogdi,r
rbfox1,r
rpl39l,r
rmi2,r
rsl1d1,r
rrn3,r
rimbp3,r
rtn4r,r
ranbp1,r
rtl10,r
rfc4,r
rtp4,r
rtp2,r
rnf168,r
rubcn,r
rpl35a,r
ropn1,r
rabl3,r
retnlb,r
retnla,r
retnlg,r
rpl24,r
riox2,r
robo1,r
robo2,r
rbm11,r
rwdd2b,r
rcan1,r
runx1,r
ripply3,r
ripk4,r
rsph3b,r
rnaset2b,r
rps6ka2,r
rsph3a,r
rnaset2a,r
rgmb,r
riok2,r
rnps1,r
rab26,r
rab26os,r
rnf151,r
rps2,r
rpl3l,r
rpusd1,r
rhbdl1,r
rhot2,r
rab40c,r
rab11fip3,r
rgs11,r
rps10,r
rpl10a,r
rab44,r
rnf8,r
rsph1,r
rrp1b,r
rasal3,r
rab11b,r
rps28,r
rgl2,r
rps18,r
ring1,r
rxrb,r
rnf5,r
rpp21,r
rnf39,r
rhag,r
rcan2,r
runx2,r
runx2os2,r
runx2os1,r
rsph9,r
rrp36,r
rpl7l1,r
rftn1,r
rab5a,r
rpl36,r
ranbp3,r
rfx2,r
rpl7a-ps5,r
rab31,r
ralbp1,r
rab12,r
rasgrp3,r
rmdn2,r
rhoq,r
rpl27-ps3,r
rab18,r
rock1,r
rbbp8,r
riok3,r
rnf125,r
rnf138,r
rprd1a,r
reep5,r
reep2,r
rell2,r
rnf14,r
rbm27,r
rbm22,r
rps14,r
rax,r
raxos1,r
rnmt,r
rab27b,r
rpl17,r
rnf165,r
rbfa,r
rttn,r
rps6kb2,r
rad9a,r
rhod,r
rce1,r
rbm4b,r
rbm4,r
rbm14,r
rin1,r
rab1b,r
rnaseh2c,r
rela,r
rasgrp2,r
rps6ka4,r
rcor2,r
rtn3,r
rom1,r
rab3il1,r
rfk,r
rorb,r
rfx3,r
rcl1,r
rln1,r
ric1,r
ranbp6,r
rpl9-ps6,r
rnls,r
rpp30,r
rbp4,r
rrp12,r
r3hcc1l,r
rpl13a-ps1,r
rbm20,r
rps12-ps3,r
rab11fip2,r
xkr4,x
xrcc5,x
xpr1,x
xcl1,x
xirp2,x
xrn2,x
xkr7,x
xk,x
xiap,x
xpnpep2,x
xlr,x
xlr4a,x
xlr3a,x
xlr5a,x
xlr5b,x
xlr3b,x
xlr4b,x
xlr4c,x
xlr5c,x
xist,x
xkrx,x
xpa,x
xkr8,x
xrcc2,x
xpc,x
xrcc1,x
xrra1,x
xndc1,x
xntrpc,x
xylt1,x
xpo6,x
xpot,x
xab2,x
xkr5,x
xpo4,x
xkr6,x
xpo7,x
xrn1,x
xylb,x
xirp1,x
xcr1,x
xbp1,x
xpo1,x
xaf1,x
xylt2,x
xrcc4,x
xrcc3,x
xpnpep3,x
xrcc6,x
xxylt1,x
xpo5,x
xdh,x
xpnpep1,x
ube2w,u
uggt1,u
unc50,u
uxs1,u
unc80,u
usp37,u
utp14b,u
usp40,u
ugt1a10,u
ugt1a9,u
ugt1a7c,u
ugt1a6b,u
ugt1a6a,u
ugt1a5,u
ugt1a2,u
ugt1a1,u
ube2f,u
ubxn4,u
ube2t,u
uchl5,u
uck2,u
uap1,u
uhmk1,u
usp21,u
ufc1,u
usf1,u
ucma,u
upf2,u
usp6nl,u
uap1l1,u
ubac1,u
urm1,u
usp20,u
uck1,u
upp2,u
ubr3,u
ube2e3,u
ube2l6,u
ubr1,u
usp8,u
usp50,u
ubox5,u
uqcc1,u
ube2c,u
ube2v1,u
uckl1,u
uckl1os,u
usp27x,u
usp9x,u
uba1,u
usp11,u
uxt,u
ube2a,u
upf3b,u
utp14a,u
usp26,u
ubl4a,u
uprt,u
usp51,u
ubqln2,u
usp13,u
ufm1,u
ubqln4,u
ube2q1,u
ubap2l,u
usp53,u
ugt8a,u
ube2d3,u
unc5c,u
uox,u
usp33,u
ubxn2b,u
usp45,u
ufl1,u
ube2j1,u
ube2r2,u
ubap2,u
ubap1,u
unc13b,u
ugcg,u
usp1,u
ube2u,u
usp24,u
uqcrh,u
urod,u
utp11,u
ubxn11,u
usp48,u
ubxn10,u
ubr4,u
ubiad1,u
ube4b,u
ube4bos3,u
ube4bos1,u
ube2j2,u
ube3c,u
ucn,u
uvssa,u
ugdh,u
ube2k,u
uchl1os,u
uchl1,u
usp46,u
usp46os1,u
uba6,u
ugt2b35,u
ugt2b36,u
utp3,u
uso1,u
u90926,u
ube2d2b,u
ulk1,u
usp30,u
ung,u
ube3b,u
unc119b,u
ubc,u
upk3b,u
upk3bl,u
ufsp1,u
uncx,u
usp42,u
usp12,u
urad,u
ubl3,u
uspl1,u
umad1,u
ube2h,u
ubn2,u
usp39,u
uba3,u
usp18,u
usp5,u
ube2s,u
u2af2,u
usp29,u
ube2m,u
u2af1l4,u
upk1a,u
usf2,u
uba2,u
uri1,u
ush1c,u
uevld,u
ube3a,u
unc45a,u
usp35,u
uvrag,u
ucp3,u
ucp2,u
ubqln5,u
usp47,u
uqcrc2,u
usp31,u
ubfd1,u
uros,u
utf1,u
urah,u
ulbp1,u
ust,u
utrn,u
unc5b,u
ube2d1,u
upb1,u
ube2g2,u
uqcr11,u
utp20,u
uhrf1bp1l,u
usp44,u
ube2n,u
usp15,u
upf3a,u
unc5d,u
ubxn8,u
ufsp2,u
upf1,u
uba52,u
use1,u
ushbp1,u
unc13a,u
usp38,u
ucp1,u
usb1,u
utp4,u
usp10,u
urb2,u
ube2e1,u
ube2e2,u
usp54,u
uchl3,u
uggt2,u
ubac2,u
ubl5,u
ubash3b,u
usp2,u
upk2,u
ube4a,u
usp28,u
ube2q2,u
ulk3,u
ubl7,u
uaca,u
uchl4,u
ubap1l,u
usp3,u
unc13c,u
ube2cbp,u
u2surp,u
uba5,u
uba7,u
usp4,u
usp19,u
uqcrc1,u
ucn2,u
ubp1,u
ulk4,u
uqcr10,u
urgcp,u
upp1,u
ugp2,u
usp34,u
ubtd2,u
ublcp1,u
ube2b,u
uqcrq,u
usp22,u
ulk2,u
ubb,u
usp43,u
ube2g1,u
unc119,u
utp6,u
unc45b,u
usp32,u
utp18,u
ube2z,u
ubtf,u
ush1g,u
unk,u
unc13d,u
ubald2,u
ube2o,u
usp36,u
uts2r,u
uqcrfs1,u
unc5a,u
uimc1,u
ubqln1,u
uqcrb,u
ube2ql1,u
utp15,u
ubxn2a,u
ubr7,u
unc79,u
ugt3a2,u
ubr5,u
utp23,u
upk3a,u
